Elapsed,Temp,Latency,Mode
530.22,68.66,3220.4,2
531.23,68.5,3314.52,2
532.24,68.31,3134.99,2
533.25,68.19,3134.99,2
534.26,68.16,3453.64,2
535.27,68.12,3487.3,2
536.28,68.0,3487.3,2
537.29,67.75,3309.66,2
538.3,67.84,3203.94,2
539.31,67.56,3203.94,2
540.33,67.47,3203.94,2
541.34,67.31,3090.27,2
542.35,67.22,3201.84,2
543.36,67.19,3201.84,2
544.37,67.06,3167.8,2
545.38,66.97,3519.72,2
546.39,66.91,3519.72,2
547.4,66.72,3124.08,2
548.41,66.5,3124.08,2
549.42,66.59,3490.0,2
550.43,66.38,3727.75,2
551.44,66.47,3727.75,2
552.45,66.16,3378.64,2
553.46,66.31,3378.64,2
554.47,65.91,3324.23,2
555.48,65.66,3263.08,2
556.49,65.91,3263.08,2
557.51,65.59,3183.84,2
558.52,65.53,3183.84,2
559.53,65.28,3760.09,2
560.55,65.53,3421.6,2
561.56,65.31,3421.6,2
562.57,65.38,3260.77,2
563.58,65.16,3154.9,2
564.59,64.81,3154.9,2
565.6,65.0,3327.42,2
566.61,64.59,3077.29,2
567.62,64.97,3077.29,2
568.63,64.44,3077.29,2
569.64,64.62,3055.59,2
570.65,64.34,3055.59,2
571.66,64.34,3055.59,2
572.67,64.09,3393.43,2
573.68,64.09,3532.28,2
574.69,64.06,3532.28,2
575.7,64.03,3532.28,2
576.71,64.06,3295.0,2
577.72,63.84,3295.0,2
578.73,64.03,3295.0,2
579.74,63.59,3149.52,2
580.75,63.47,3355.79,2
581.76,63.66,3355.79,2
582.77,63.25,3376.43,2
583.78,63.16,3496.56,2
584.79,63.12,3496.56,2
585.8,63.09,3466.11,2
586.81,62.78,3040.11,2
587.82,63.03,3040.11,2
588.83,63.09,3040.11,2
589.84,62.47,3401.48,2
590.85,62.94,3401.48,2
591.86,62.78,3401.48,2
592.87,62.75,3529.21,2
593.88,62.41,3385.16,2
594.89,62.75,3385.16,2
595.9,62.38,3385.16,2
596.91,62.25,3228.88,2
597.92,62.22,3228.88,2
598.93,62.22,3228.88,2
599.94,62.0,3423.05,2
600.95,62.16,3423.05,2
601.98,62.03,3423.05,2
602.99,61.72,3246.52,2
604.0,61.75,3347.72,2
605.0,61.88,3347.72,2
606.01,61.72,3205.09,2
607.03,61.72,3213.0,2
608.04,61.56,3213.0,2
609.05,61.66,3213.0,2
610.06,61.34,3346.87,2
611.07,61.59,3346.87,2
612.07,61.22,3346.87,2
613.08,61.22,3217.92,2
614.09,61.06,3217.92,2
615.1,61.16,3217.92,2
616.11,61.03,3099.53,2
617.12,61.09,3418.85,2
618.13,60.91,3418.85,2
619.14,60.84,3057.21,2
620.15,60.97,3206.08,2
621.16,60.84,3206.08,2
622.17,60.66,3368.36,2
623.18,60.59,3368.36,2
624.19,60.47,3810.16,2
625.2,60.72,3810.16,2
626.21,60.41,3499.44,2
627.22,60.44,3127.15,2
628.23,60.28,3127.15,2
629.24,60.19,3489.98,2
630.25,60.16,3118.17,2
631.26,60.12,3118.17,2
632.27,60.09,3332.95,2
633.28,59.88,3186.91,2
634.29,59.81,3186.91,2
635.3,59.84,3186.91,2
636.31,60.12,3865.06,2
637.32,59.88,3762.49,2
638.33,59.62,3762.49,2
639.34,59.91,3762.49,2
640.35,59.41,3188.34,2
641.36,59.75,3188.34,2
642.37,59.44,3188.34,2
643.38,58.81,3263.6,2
644.39,59.5,3263.6,2
645.4,59.53,3263.6,2
646.41,59.12,3386.07,2
647.42,59.34,3386.07,2
648.43,59.53,3386.07,2
649.44,59.44,3386.07,2
650.45,59.31,3337.84,2
651.46,58.97,3337.84,2
652.47,58.91,3337.84,2
653.48,58.25,3392.35,2
654.49,58.88,3392.35,2
655.5,58.91,3392.35,2
656.51,58.75,3343.87,2
657.52,58.75,3343.87,2
658.53,58.84,3343.87,2
659.54,58.81,3343.87,2
660.55,58.62,3399.38,2
661.56,58.53,3399.38,2
662.57,58.75,3399.38,2
663.58,58.09,3387.13,2
664.59,58.81,3387.13,2
665.6,58.5,3387.13,2
666.61,58.62,3356.15,2
667.62,58.31,3356.15,2
668.63,58.44,3356.15,2
669.64,58.25,3356.15,2
670.65,58.25,3356.42,2
671.66,58.22,3356.42,2
672.67,58.34,3356.42,2
673.68,57.97,3370.04,2
674.69,58.25,3370.04,2
675.7,58.22,3370.04,2
676.71,57.84,3300.27,2
677.72,57.91,3300.27,2
678.73,58.03,3300.27,2
679.74,57.97,3300.27,2
680.75,57.41,3836.65,2
681.76,57.97,3836.65,2
682.77,58.16,3836.65,2
683.78,57.75,3411.03,2
684.79,57.53,3411.03,2
685.8,57.56,3411.03,2
686.81,57.5,3411.03,2
687.82,57.31,3415.52,2
688.83,57.56,3415.52,2
689.84,57.5,3415.52,2
690.85,57.0,3358.51,2
691.86,57.53,3358.51,2
692.87,57.47,3358.51,2
693.88,57.41,3358.51,2
694.89,57.25,3380.28,2
695.91,57.34,3380.28,2
696.92,57.28,3380.28,2
697.93,56.97,3352.97,2
698.95,57.53,3352.97,2
699.96,57.31,3352.97,2
700.97,56.53,3381.47,2
701.99,57.25,3381.47,2
703.0,57.59,3381.47,2
704.01,57.09,3355.1,2
705.03,56.94,3355.1,2
706.04,57.25,3355.1,2
707.05,56.97,3355.1,2
708.06,57.0,3390.38,2
709.07,56.81,3390.38,2
710.08,57.28,3390.38,2
711.09,56.19,3356.2,2
712.1,56.81,3356.2,2
713.11,56.81,3356.2,2
714.12,56.78,3343.0,2
715.13,56.53,3343.0,2
716.14,56.75,3343.0,2
717.15,56.59,3343.0,2
718.16,56.75,3343.0,2
719.17,56.5,4248.63,2
720.18,56.75,4248.63,2
721.19,56.62,4248.63,2
722.2,56.19,3429.56,2
723.21,56.59,3429.56,2
724.22,56.75,3429.56,2
725.23,56.56,3391.65,2
726.24,56.75,3391.65,2
727.25,56.56,3391.65,2
728.26,56.41,3471.05,2
729.27,56.5,3473.53,2
730.28,56.31,3473.53,2
731.29,56.72,3473.53,2
732.3,56.31,3275.6,2
733.31,56.62,3275.6,2
734.32,56.31,3275.6,2
735.33,56.12,3218.91,2
736.34,56.25,3218.91,2
737.35,56.31,3218.91,2
738.36,56.16,3431.53,2
739.37,56.22,3310.85,2
740.38,56.16,3310.85,2
741.4,56.22,3310.85,2
742.41,56.06,4012.81,2
743.42,56.12,4050.82,2
744.43,56.03,4050.82,2
745.44,56.19,3283.33,2
746.45,56.06,3201.35,2
747.46,56.25,3201.35,2
748.47,56.12,3201.35,2
749.48,56.0,3280.87,2
750.49,56.0,3280.87,2
751.5,56.22,3280.87,2
752.51,55.44,3331.63,2
753.52,55.75,3331.63,2
754.53,56.03,3331.63,2
755.54,55.81,3344.37,2
756.55,55.84,3336.49,2
757.56,55.84,3336.49,2
758.57,56.03,3336.49,2
759.58,55.62,3343.49,2
760.59,55.84,3343.49,2
761.6,55.69,3343.49,2
762.61,55.59,3381.87,2
763.62,55.59,3381.87,2
764.63,55.5,3381.87,2
765.64,55.53,3381.87,2
766.65,55.34,4076.69,2
